address,name,size,is_thunk
0x800354d4,FUN_800354d4,184,False
0x8003558c,FUN_8003558c,132,False
0x80035610,FUN_80035610,112,False
0x80035680,FUN_80035680,228,False
0x80035764,FUN_80035764,76,False
0x800357b0,FUN_800357b0,64,False
0x800357f0,FUN_800357f0,196,False
0x800358b4,FUN_800358b4,44,False
0x800358e0,FUN_800358e0,52,False
0x80035914,FUN_80035914,160,False
0x800359b4,FUN_800359b4,8,False
0x800359bc,FUN_800359bc,288,False
0x80035adc,FUN_80035adc,60,False
0x80035b18,FUN_80035b18,272,False
0x80035c28,FUN_80035c28,352,False
0x80035d88,FUN_80035d88,192,False
0x80035e48,FUN_80035e48,60,False
0x80035e84,FUN_80035e84,144,False
0x80035f14,FUN_80035f14,604,False
0x80036170,FUN_80036170,388,False
0x800362f4,FUN_800362f4,256,False
0x800363f4,FUN_800363f4,144,False
0x80036484,FUN_80036484,712,False
0x8003674c,FUN_8003674c,132,False
0x800367d0,FUN_800367d0,224,False
0x800368b0,FUN_800368b0,76,False
0x800368fc,FUN_800368fc,256,False
0x800369fc,FUN_800369fc,68,False
0x80036a40,FUN_80036a40,348,False
0x80036b9c,FUN_80036b9c,1048,False
0x80036fb4,FUN_80036fb4,716,False
0x80037280,FUN_80037280,52,False
0x800372b4,FUN_800372b4,376,False
0x8003742c,FUN_8003742c,3372,False
0x80038158,FUN_80038158,176,False
0x80038208,FUN_80038208,1480,False
0x800387d0,FUN_800387d0,336,False
0x80038920,FUN_80038920,120,False
0x80038998,FUN_80038998,112,False
0x80038a08,FUN_80038a08,64,False
0x80038a48,FUN_80038a48,264,False
0x80038b50,FUN_80038b50,380,False
0x80038ccc,FUN_80038ccc,136,False
0x80038d54,FUN_80038d54,212,False
0x80038e28,FUN_80038e28,464,False
0x80038ff8,FUN_80038ff8,160,False
0x80039098,FUN_80039098,164,False
0x8003913c,FUN_8003913c,116,False
0x800391b0,FUN_800391b0,384,False
0x80039330,FUN_80039330,92,False
0x8003938c,FUN_8003938c,8,False
0x80039394,FUN_80039394,224,False
0x80039474,FUN_80039474,132,False
0x800394f8,FUN_800394f8,236,False
0x800395e4,FUN_800395e4,1180,False
0x80039a80,FUN_80039a80,260,False
0x80039b84,FUN_80039b84,44,False
0x80039bb0,FUN_80039bb0,36,False
0x80039bd4,FUN_80039bd4,32,False
0x80039bf4,FUN_80039bf4,64,False
0x80039c34,FUN_80039c34,92,False
0x80039c90,FUN_80039c90,152,False
